0,109374181,CCCC/C=C\CCCCC=O
290,61014,C1CCCCCC(=O)OCCOC(=O)CCCCC1
291,61005,CC(C)C(=O)OCCOC1=CC=CC=C1
292,60983,CCCCC(=O)C(=O)C
293,60979,CCOC(=O)C1=CC=C(C=C1)OC
294,47649,CC1=C(C=CO1)SSC
295,47167,CC1C(C2=C(C1(C)C)C=C(C(=C2)C)C(=O)C)(C)C
296,41270,C1CCCCCC(=O)OCCOC(=O)CCCC1
297,34286,CC1=C(C=CO1)S
298,33931,CCC1C(=O)C(=C(O1)C)O
299,33166,CC(C)C1=NC=CN=C1OC
300,33135,CCC1=NC=CN=C1OC
301,32594,CC(C)CC1=NC=CN=C1OC
302,32093,CC1=NC=CN=C1C(=O)C
303,32065,CC1CCC2=NC=CN=C12
304,31358,CC1(CC(=O)CC(=O)C1)C
305,31289,CCCCCCCCC=O
306,31284,CCCCCCCCCCCCCC(=O)OC
307,31283,CCCCCCCCCCCCCC(=O)OCC
308,31276,CC(C)CCOC(=O)C
309,31272,CCCCOC(=O)C
310,31268,C1CCNC1
311,31265,CCCCCC(=O)OCC
312,31260,CC(C)CCO
313,31253,CC(=CCCC(=C)C=C)C
314,31252,CC1=CN=C(C=N1)C
315,31251,CCCCCCCCC(=O)OCC
316,31245,CCCC(C)C=O
317,31244,COC1=CC=C(C=C1)C=O
318,31242,CCC1=CC=C(C=C1)O
319,31234,C1=CC=C(C=C1)CCCO
320,31229,CC(=O)OC1=CC=CC=C1
321,31219,CCC(=O)OCC1=CC=CC=C1
322,30945,CC1=CCOC1=O
323,30914,CC(=O)C1=NC=CN=C1
324,29096,CC(CCCC(C)(C)O)C=C
325,29030,C1=CC=C(C=C1)CCCC=O
326,28905,CCC1=NC=C(N=C1CC)C
327,27902,CCCCCCCCCCCCCCCCCC(=O)NCCO
328,27866,CC1CCOC(C1)C=C(C)C
329,27470,CCCC(=O)C(C)CC
330,27460,CCC1=CN=C(C(=N1)C)C
331,27458,CCC1=NC=CN=C1CC
332,27457,CCC1=NC=CN=C1C
333,26808,CC1=CN=C(C(=N1)C)C
334,26447,C[C@@H]1CC[C@H](C(=O)C1)C(C)C
335,26334,CCC1=NC=C(N=C1C)C
336,26331,CCC1=NC=CN=C1
337,25612,C=CCCCCCCCCO
338,24473,CC1CCC(CC1=O)C(=C)C
339,24433,CCCCOC(=O)C1=CC=CC=C1N
340,24114,CCCCOC(=O)C(C)OC(=O)CCC
341,24020,CCC(C)C(=O)OCC
342,23173,C1CCCCCOCCCCOC(=O)CCCC1
343,22556,CCCCCCCCCCC(=O)C
344,22383,CCCSSSCCC
345,22311,CC1=CCC(CC1)C(=C)C
346,22227,C[C@@H]1CC[C@H](CC1=O)C(=C)C
347,22201,CC1=NC=CN=C1C
348,21648,CC(=O)CCC1=CC=C(C=C1)O
349,21210,CCCCOCC(C)O
350,20959,CCCCCC1CCCC1=O
351,20653,CCCCC(C)C(=O)O
352,20499,C1=COC(=C1)CSSCC2=CC=CO2
353,20083,CCCCCCC(C)O
354,19801,CCCCCCCC=CC=O
355,19707,CCCC(=O)C(=O)C
356,19310,CSSSC
357,19309,CC1C(=O)C(=C(O1)C)O
358,18827,CCCCCC(C=C)O
359,18826,C1CCCCC(=O)OCCCCCOCCCC1
360,18818,CC(C)C12CCC(=C)C1C2
361,18698,CCCCC1CCCC(=O)O1
362,18686,CCOC(=O)C1CCCCC1
363,18635,CSCCC=O
364,18467,COC1=NC=CN=C1
365,18189,CC(=O)NCCCC(=O)O
366,17739,CCCC1=CC(=C(C=C1)O)OC
367,17617,C=CCOC(=O)CCC1CCCCC1
368,17525,CCCCCCOC(=O)CCC
369,17429,C1CCN(CC1)C=O
370,17356,C1CCC(CC1)SSC2CCCCC2
371,17355,CC(=O)CCC1=CC=CC=C1
372,17100,CC1=CCC(CC1)C(C)(C)O
373,17092,CCCCCCCCCCCC#N
374,16821,CCCCCCCCC1CCC(=O)O1
375,16800,CCCCCC1=CC=CC=N1
376,16724,CC1=CC[C@@H](CC1=O)C(=C)C
377,16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
378,16590,C=CCSSCC=C
379,15717,C=CCOC(=O)CC1=CC=CC=C1
380,15606,CCCCCCCCC(=O)OC
381,15394,CCC(=O)C=C
382,15380,CSCSC
383,15077,CCCCCCCCCS
384,14896,CC1(C2CCC(=C)C1C2)C
385,14525,CC1(C2CCC(C2)(C1=O)C)C
386,14519,CC1=CC(=C(C=C1)OC)O
387,14489,CC(=CCOC(=O)C)C
388,14475,CCCCCC(C)C(=O)O
389,14228,CCCCCCCC(=O)OCCCCCC
390,13849,CCCCCCCCCCCCCCC(=O)O
391,13663,CC(=O)C1=CC=CC2=CC=CC=C21
392,13420,C1CCCCCC(=O)CCCC1
393,13357,CCC(C)C(=O)OC
394,13187,CCCCCCCC(=O)C
395,13162,CCCCCCCC(=O)CCCCCCC
396,13016,CSCC1=CC=CC=C1
397,12844,CCCCCCCC1CCCC(=O)O1
398,12813,CCCCCCC1CCC(=O)O1
399,12810,CCCCCC1CCCC(=O)O1
400,12779,CSSCC1=CC=CC=C1
401,12777,CCCC1CCCC(=O)O1
402,12756,CCC1CCC(=O)O1
403,12741,CCCCCCCCC(=O)C
404,12587,CC(C)CCC(=O)O
405,12377,CCCSSCCC
406,12367,CCCCCCCC(C)O
407,12366,CCCCCCCCCCCCCCCC(=O)OCC
408,12348,CCCCCOC(=O)C
409,12232,CSSC
410,12209,CCC(C)COC(=O)C
411,12180,CCCC(=O)OC
412,12101,CCC1=CC(=CC=C1)O
413,12025,C1CC(=O)NC1
414,12013,CCCCC(C(=O)O)Br
415,11978,CC1=CC2=C(C=C1)NC=C2
416,11952,C1=CC=C(C=C1)C(=O)CN
417,11781,CN1C=CC2=CC=CC=C21
418,11747,CCC(=O)C(=O)C
419,11617,C=CCSCC=C
420,11614,CCCCOC=O
421,11583,CCCCC(=O)C
422,11552,CC(C)CC=O
423,11527,CCCCCC(CC)O
424,11515,CCCCC(CCC)O
425,11509,CCCC(=O)CC
426,11446,CCCC(C(=O)O)Br
427,11428,CCC(CC)O
428,11398,CC(CN)C1=CC=CC=C1
429,11335,CC1=C(C(=CC=C1)C)O
430,11086,CC(=O)C1=CC=CC=C1N
431,11039,CC(C)C(=O)OC
432,11005,CCCCCCCCCCCCCC(=O)O
433,10976,CCCCCC(C)O
434,10975,CC(C)(CCCC(=C)C=C)O
435,10947,CC1CCCCCCCCCCCCC(=O)C1
436,10900,C(=CCl)Cl
437,10890,CCCCCOC(=O)CCC
438,10886,CCCCCC(=O)OCCCCC
439,10882,CCCCC(=O)OCC
440,10748,COC1=CC2=C(C=C1)C=CC(=O)O2
441,10686,CC1=C(C(=CC=C1)C)C
442,10558,CC(C)CS
443,10448,CSCCCO
444,10430,CC(C)CC(=O)O
445,10409,C1CCCCCCCC(=O)CCCCCC1
446,10402,CC(CCC=C(C)C)CC(=O)O
447,10364,CC1=C(C=C(C=C1)C(C)C)O
448,10204,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C
449,10106,CC(C)C12CCC(O1)(CC2)C
450,9904,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34
451,9862,CC(=CCCC(=O)C)C
452,9473,CC(=O)OCC1=CC2=C(C=C1)OCO2
453,9309,C=CCC1=CC=CC=C1
454,9261,C1=CN=CC=N1
455,9256,C1=CSC=N1
456,9085,C(CCN=C(N)N)C[C@@H](C(=O)O)N
457,8914,CCCCCCCCCO
458,8908,CCCCCCOC(=O)C
459,8892,CCCCCC(=O)O
460,8878,CCCCCCC(=O)OCC=C
461,8857,CCOC(=O)C
462,8843,CC(=CCCC(=CC=O)C)C
463,8842,CC(CCC=C(C)C)CCO
464,8815,COC1=CC=C(C=C1)CC=C
465,8792,CC(C)CC(=O)OCCC1=CC=CC=C1
466,8785,CC(=O)OCC1=CC=CC=C1
467,8723,CCC(C)CO
468,8710,CCCCCCCC1CCCC1=O
469,8500,CC1=CC=C(C=C1)C(=O)C
470,8469,CCOC(=O)C1C(O1)C2=CC=CC=C2
471,8468,COC1=C(C=CC(=C1)C(=O)O)O
472,8467,CCOC1=C(C=CC(=C1)C=O)O
473,8461,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]
474,8438,C1OC2=C(O1)C=C(C=C2)C=O
475,8369,CC1=C(C(=O)C=CO1)O
476,8314,CCC(C)C(=O)O
477,8299,CC(=O)CO
478,8294,CC(=CCCC(C)(C=C)OC(=O)C)C
479,8201,CCCCCCCCCCCCCCCCCC(=O)OC
480,8194,CCCCCCCCCCCC=O
481,8193,CCCCCCCCCCCCO
482,8186,CCCCCCCCCCC=O
483,8181,CCCCCCCCCCCCCCCC(=O)OC
484,8180,CCCCCCCCCCC(=O)O
485,8175,CCCCCCCCCC=O
486,8174,CCCCCCCCCCO
487,8164,CCCCCCCCOC(=O)C
488,8159,CCCCCCCOC(=O)C
489,8158,CCCCCCCCC(=O)O
490,8144,CCCCCCCCS
491,8139,CCCCCCCCCCCC(=O)OC
492,8130,CCCCCCC=O
493,8129,CCCCCCCO
494,8122,CCCCCCCCCCCCCCCCCC(=O)OCC
495,8103,CCCCCCO
496,8094,CCCCCCC(=O)O
497,8093,CCCCCCC(=O)C
498,8091,CCCCCCCC(=O)OC
499,8051,CCCCCC(=O)C
500,8050,CCCCCCCCCC(=O)OC
501,8048,CCCCCCCCCC(=O)OCC
502,8012,CCCCS
503,7991,CCCCC(=O)O
504,7984,C1CCCCCCCC(=O)OCCCCCCC1
505,7983,CCCCOC(=O)CCC
506,7976,CC1=NC=CN=C1
507,7967,C1CCC(=O)CC1
508,7945,CCOC(=O)CC(C)C
509,7938,CC1=CN=CC(=N1)C
510,7929,CC1=CC(=CC=C1)C
511,7895,CCCC(=O)C
512,7888,CC(CCCC(C)(C)O)CC=O
513,7826,CCCCCCC(=O)OC
514,7824,CCCCCC(=O)OC
515,7802,CCCCC(=O)CC
516,7800,CCCCCCCCCCCC(=O)OCC
517,7799,CCCCCCCC(=O)OCC
518,7797,CCCCCCC(=O)OCC
519,7794,CC(CCC=C(C)C)CC=O
520,7793,C[C@@H](CCC=C(C)C)CCO
521,7792,CC(C)CCCC(C)CCO
522,7780,CC(=CCCC(=CCOC(=O)C)C)C
523,7771,CC1=CC(=C(C=C1)O)C
524,7765,CCOC(C)OCC
525,7762,CCCC(=O)OCC
526,7755,CCC(C)CC(=O)O
527,7731,CC1=CC=C(C=C1)OC
528,7720,CCCCC(CC)CO
529,7714,CCCCCCCC1CCC(=O)O1
530,7710,CCCCCC1CCC(=O)O1
531,7707,C1=CC=C(C=C1)CCC=O
532,7704,CCCCC1CCC(=O)O1
533,7695,CC(=O)OCC1=CC=C(C=C1)OC
534,7654,CC(=O)OCCC1=CC=CC=C1
535,7650,CCCC(=O)OCC1=CC=CC=C1
536,7646,CC(C)C(=O)OCC1=CC=CC=C1
537,7632,CC(C)(CCC1=CC=CC=C1)O
538,7590,CCOC(=O)CC1=CC=CC=C1
539,7583,C1=CC=C(C=C1)OC2=CC=CC=C2
540,7557,CC(=CC1=CC=CC=C1)C=O
541,7519,COC1=CC=CC=C1
542,7509,C1=CC=C(C=C1)CS
543,7476,CC(=O)C1=CC=C(C=C1)OC
544,7463,CC1=CC=C(C=C1)C(C)C
545,7460,CC1=CCC(C=C1)C(C)C
546,7438,CC1=CCC(CC1O)C(=C)C
547,7410,CC(=O)C1=CC=CC=C1
548,7406,CC(C)C1=CC=CC=C1
549,7366,CC(C)(C)C1=CC=CC=C1
550,7363,C1=COC(=C1)CS
551,7362,C1=COC(=C1)C=O
552,7361,C1=COC(=C1)CO
553,7342,CCOC(=O)C(C)C
554,7341,CCCC(C)C(=O)O
555,7284,CCC(C)C=O
556,7222,C1=CC=C2C(=C1)N=CS2
557,7165,CCOC(=O)C1=CC=CC=C1
558,7151,COC(=O)C1=CN=CC=C1
559,7150,COC(=O)C1=CC=CC=C1
560,7147,CCC(C1=CC=CC=C1)O
561,7144,CC1=CC(=C(C=C1)O)OC
562,7136,CC(=O)OC1=C(C=C(C=C1)CC=C)OC
563,7129,CCOC1=CC2=CC=CC=C2C=C1
564,7127,COC1=C(C=C(C=C1)CC=C)OC
565,7122,CC(=O)C1=CC2=CC=CC=C2C=C1
566,7047,C1=CC=C2C(=C1)C=CC=N2
567,7041,COC1=C(C(=CC=C1)OC)O
568,6989,CC1=CC(=C(C=C1)C(C)C)O
569,6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-]
570,6736,CC1=CNC2=CC=CC=C12
571,6669,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C
572,6655,CCC(C(=O)O)Br
573,6654,CC1=CCC2CC1C2(C)C
574,6652,CC(CC=O)C1=CC=C(C=C1)C(C)(C)C
575,6590,CC(C)C(=O)O
576,6569,CCC(=O)C
577,6561,CC(C)C=O
578,6560,CC(C)CO
579,6549,CC(=CCCC(C)(C=C)O)C
580,6548,CCC(C)(CCCC(C)C)O
581,6448,CC(=O)OC1CC2CCC1(C2(C)C)C
582,6276,CCCCCO
583,6255,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O
584,6184,CCCCCC=O
585,6128,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C
586,6054,C1=CC=C(C=C1)CCO
587,6013,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
588,5756,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O
589,5281,CCCCCCCCCCCCCCCCCC(=O)O
590,5144,C=CCC1=CC2=C(C=C1)OCO2
591,4671,CCCCCCCCCCCCCCCC(=O)NCCO
592,4133,COC(=O)C1=CC=CC=C1O
593,3893,CCCCCCCCCCCC(=O)O
594,3314,COC1=C(C=CC(=C1)CC=C)O
595,3102,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
596,2969,CCCCCCCCCC(=O)O
597,2879,CC1=CC=C(C=C1)O
598,2758,CC1(C2CCC(O1)(CC2)C)C
599,2537,CC1(C2CCC1(C(=O)C2)C)C
600,2266,C(CCCC(=O)O)CCCC(=O)O
601,1983,CC(=O)NC1=CC=C(C=C1)O
602,1318,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1
603,1254,CC1CCC(C(C1)O)C(C)C
604,1237,COC1=C(C=CC(=C1)C(CN)O)O
605,1183,COC1=C(C=CC(=C1)C=O)O
606,1176,C(=O)(N)N
607,1146,CN(C)C
608,1133,C(C(=O)O)S
609,1110,C(CC(=O)O)C(=O)O
610,1068,CSC
611,1049,C1=CC=NC=C1
612,1032,CCC(=O)O
613,1031,CCCO
614,999,C1=CC=C(C=C1)CC(=O)O
615,998,C1=CC=C(C=C1)CC=O
616,985,CCCCCCCCCCCCCCCC(=O)O
617,964,C(C(=O)C(=O)O)O
618,957,CCCCCCCCO
619,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
620,878,CS
621,863,C1CSSC1CCCCC(=O)N
622,798,C1=CC=C2C(=C1)C=CN2
623,774,C1=C(NC=N1)CCN
624,751,C(C(C=O)O)O
625,750,C(C(=O)O)N
626,702,CCO
627,650,CC(=O)C(=O)C
628,612,CC(C(=O)O)O
629,527,CCC=O
630,496,CC(=O)NCCCNCCCCN
631,460,COC1=CC=CC=C1O
632,454,CCCCCCCC=O
633,379,CCCCCCCC(=O)O
634,364,C(C(C(=O)O)N)N
635,342,CC1=CC(=CC=C1)O
636,335,CC1=CC=CC=C1O
637,332,COC1=C(C=CC(=C1)C=C)O
638,326,CC(C)C1=CC=C(C=C1)C=O
639,323,C1=CC=C2C(=C1)C=CC(=O)O2
640,311,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
641,264,CCCC(=O)O
642,263,CCCCO
643,244,C1=CC=C(C=C1)CO
644,243,C1=CC=C(C=C1)C(=O)O
645,241,C1=CC=CC=C1
646,240,C1=CC=C(C=C1)C=O
647,196,C(CCC(=O)O)CC(=O)O
648,179,CC(C(=O)C)O
649,177,CC=O
650,176,CC(=O)O
651,111,C(CNC(=O)N)C(=O)O
652,107,C1=CC=C(C=C1)CCC(=O)O
653,51,C(CC(=O)O)C(=O)C(=O)O
